"","respid","sample","int_date","fcall","attempt","refusal","lang","cregion","state","density","usr","scregion","sstate","sdensity","susr","llitext0","llitext","qintro2","phase","qs1","qa1","q1c1","qc1a","qb2","qb3","qb4","qb5","qa6","qa8","qa9a","qa9b","qa9c","qa9d","qa9e","qa9f","qa9g","q11a","q11b","q11c_b","q11e_b","q11h_b","q11i_b","q11j_b","q11at","q11bt","qb12"
"3318",200228,"Landline",140213,140213,1,"No","English","Midwest","Michigan","Lowest","R  ","Midwest","Michigan","Lowest","R  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Behind us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable","Mostly favorable","Very unfavorable","Very favorable","Mostly unfavorable","Mostly favorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3319",200229,"Landline",140213,140213,1,"No","English","Midwest","Indiana","3","S  ","Midwest","Indiana","3","S  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Ahead of us","Hardly any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable","Mostly unfavorable","Very favorable","Very favorable","Mostly favorable","Mostly favorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3320",200230,"Landline",140213,140213,2,"No","English","Northeast","New Jersey","4","S  ","Northeast","New Jersey","4","S  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Behind us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable","Mostly unfavorable","Very unfavorable","(VOL) Can't rate","Mostly favorable","Mostly unfavorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3321",200231,"Landline",140213,140213,1,"No","English","Northeast","Pennsylvania","3","S  ","Northeast","Pennsylvania","3","S  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Ahead of us","Hardly any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable","Mostly favorable","Very favorable","Very favorable","(VOL) Can't rate","(VOL) Can't rate",NA,NA,"(VOL) Don't know/Refused"
"3322",200233,"Landline",140213,140213,1,"No","English","South","Virginia","3","S  ","South","Virginia","3","S  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Dissatisfied","Ahead of us","A fair amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable","Mostly unfavorable","Mostly favorable","Very unfavorable","Mostly favorable","Mostly favorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3323",200234,"Landline",140213,140213,1,"No","English","Northeast","Vermont","2","S  ","Northeast","Vermont","2","S  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Satisfied","Satisfied","Behind us","A fair amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable","Mostly unfavorable","Mostly unfavorable","Mostly unfavorable","Mostly favorable","Mostly favorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3324",200236,"Landline",140213,140213,1,"No","English","Northeast","Pennsylvania","3","S  ","Northeast","Pennsylvania","3","S  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Behind us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable","Mostly unfavorable","Mostly favorable","Mostly favorable","Mostly unfavorable","Very favorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3325",200237,"Landline",140213,140213,1,"No","English","Northeast","Massachusetts","4","S  ","Northeast","Massachusetts","4","S  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Dissatisfied","Behind us","Hardly any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable","Very unfavorable","Mostly unfavorable","Very unfavorable","Mostly favorable","Mostly unfavorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3326",200238,"Landline",140213,140213,1,"No","English","Midwest","Michigan","Lowest","R  ","Midwest","Michigan","Lowest","R  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"(VOL) Don't know/Refused","Satisfied","Ahead of us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable","Mostly favorable","Mostly unfavorable","(VOL) Can't rate","Mostly favorable","(VOL) Can't rate",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3327",200239,"Landline",140213,140213,1,"No","English","Northeast","Pennsylvania","Highest","U  ","Northeast","Pennsylvania","Highest","U  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Ahead of us","Hardly any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable","Mostly favorable","(VOL) Can't rate","(VOL) Can't rate","(VOL) Can't rate","(VOL) Can't rate",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3328",200241,"Landline",140213,140213,1,"No","English","South","North Carolina","4","U  ","South","North Carolina","4","U  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Satisfied","Satisfied","Behind us","Hardly any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable","Mostly unfavorable","Very unfavorable","Mostly favorable","Mostly favorable","Very unfavorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3329",200243,"Landline",140213,140213,1,"No","English","South","Virginia","Lowest","S  ","South","Virginia","Lowest","S  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Behind us","A fair amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable","Mostly unfavorable","Mostly unfavorable","Mostly favorable","Mostly unfavorable","Mostly unfavorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3330",200244,"Landline",140213,140213,1,"No","English","Midwest","Ohio","3","U  ","Midwest","Ohio","3","U  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Satisfied","Dissatisfied","Ahead of us","Hardly any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very favorable","Mostly favorable","Very favorable","Mostly unfavorable","Very favorable","Very favorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3331",200245,"Landline",140213,140213,1,"No","English","South","Virginia","Highest","U  ","South","Virginia","Highest","U  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Ahead of us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable","Very unfavorable","Mostly favorable","(VOL) Can't rate","Mostly favorable","Mostly unfavorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3332",200246,"Landline",140213,140213,3,"No","English","South","Oklahoma","4","U  ","South","Oklahoma","4","U  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Ahead of us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable","Mostly favorable","Very favorable","Very favorable","Mostly favorable","Very favorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3333",200247,"Landline",140213,140213,2,"No","English","South","Tennessee","2","R  ","South","Tennessee","2","R  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Behind us","A fair amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable","Mostly favorable","Mostly unfavorable","Mostly favorable","Mostly unfavorable","Mostly favorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3334",200248,"Landline",140213,140213,1,"No","English","Midwest","Missouri","Lowest","R  ","Midwest","Missouri","Lowest","R  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Behind us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable","Mostly unfavorable","Very unfavorable","Very favorable","Mostly unfavorable","Very unfavorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3335",200249,"Landline",140213,140213,1,"No","English","Midwest","Minnesota","3","S  ","Midwest","Minnesota","3","S  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Dissatisfied","Dissatisfied","Behind us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable","Very unfavorable","Very unfavorable","Mostly favorable","(VOL) Can't rate","Mostly unfavorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3336",200250,"Landline",140213,140213,1,"No","English","Midwest","Missouri","Lowest","R  ","Midwest","Missouri","Lowest","R  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Dissatisfied","Behind us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable","Very unfavorable","Mostly unfavorable","Mostly favorable","Mostly favorable","Very unfavorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3337",200251,"Landline",140213,140213,1,"No","English","South","Texas","Lowest","R  ","South","Texas","Lowest","R  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Satisfied","Satisfied","Ahead of us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable","Very unfavorable","(VOL) Can't rate","Mostly unfavorable","Very favorable","Mostly favorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3338",200252,"Landline",140213,140213,1,"No","English","Midwest","Iowa","Lowest","R  ","Midwest","Iowa","Lowest","R  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Dissatisfied","Behind us","A fair amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable","Very unfavorable","Mostly favorable","Mostly favorable","Mostly favorable","Mostly favorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3339",200253,"Landline",140213,140213,1,"No","English","Midwest","North Dakota","Lowest","R  ","Midwest","North Dakota","Lowest","R  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Satisfied","Satisfied","Behind us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable","Mostly favorable","Mostly unfavorable","Mostly favorable","Mostly favorable","Mostly unfavorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3340",200254,"Landline",140213,140213,1,"No","English","Midwest","Iowa","Lowest","S  ","Midwest","Iowa","Lowest","S  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Ahead of us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable","Mostly unfavorable","Mostly favorable","Mostly unfavorable","Mostly favorable","Mostly favorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3341",200255,"Landline",140213,140213,1,"No","English","South","Kentucky","Lowest","R  ","South","Kentucky","Lowest","R  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Ahead of us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable","Mostly favorable","(VOL) Never heard of","Very unfavorable","Mostly favorable","Very favorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3342",200256,"Landline",140213,140213,1,"No","English","Midwest","Missouri","3","S  ","Midwest","Missouri","3","S  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Satisfied","Satisfied","Ahead of us","Hardly any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable","Mostly favorable","Mostly favorable","Mostly favorable","Mostly favorable","Mostly favorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3343",200261,"Landline",140213,140213,1,"No","English","West","Arizona","3","U  ","West","Arizona","3","U  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Behind us","A fair amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable","Very unfavorable","Mostly unfavorable","Mostly favorable","Mostly unfavorable","Mostly unfavorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3344",200262,"Landline",140213,140213,1,"No","English","West","Arizona","2","U  ","West","Arizona","2","U  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Ahead of us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable","Very unfavorable","Mostly unfavorable","Very unfavorable","Very favorable","Mostly favorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3345",200264,"Landline",140213,140213,1,"No","English","South","Texas","3","U  ","South","Texas","3","U  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Dissatisfied","Dissatisfied","Ahead of us","Hardly any",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable","Very unfavorable","Mostly unfavorable","(VOL) Can't rate","Mostly favorable","Mostly favorable",NA,NA,"Should they work with elected officials they disagree with, even if it results in some policies you don't like"
"3346",200265,"Landline",140213,140213,1,"No","English","South","Florida","2","S  ","South","Florida","2","S  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Dissatisfied","Satisfied","Behind us","A fair amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable","(VOL) Can't rate","Mostly unfavorable","Mostly favorable","(VOL) Can't rate","(VOL) Can't rate",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3347",200266,"Landline",140216,140213,2,"No","English","West","Colorado","2","U  ","West","Colorado","2","U  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Dissatisfied","Dissatisfied","(VOL) Don't know/Refused","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Very unfavorable","Mostly unfavorable","Very unfavorable","Very favorable","Mostly unfavorable","Very favorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3348",200268,"Landline",140213,140213,1,"No","English","Midwest","Kansas","Lowest","R  ","Midwest","Kansas","Lowest","R  ",NA,"Youngest Female","Youngest Female",2,NA,NA,NA,NA,"Satisfied","Satisfied","Ahead of us","A fair amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable","Mostly favorable","Mostly favorable","Mostly favorable","Mostly favorable","Mostly favorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
"3349",200269,"Landline",140213,140213,1,"No","English","South","Arkansas","Lowest","R  ","South","Arkansas","Lowest","R  ",NA,"Youngest Male","Youngest Male",2,NA,NA,NA,NA,"Dissatisfied","Dissatisfied","Behind us","A great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable","Very unfavorable","Mostly unfavorable","Mostly favorable","Very unfavorable","Mostly favorable",NA,NA,"Should they stand up for their positions, even if that means little gets done in Washington"
